epoch,acc,loss,val_acc,val_loss
0,0.41284403,2.2746586569952307,0.119266056,8.09163769086202
1,0.5355505,1.6110275863507473,0.5045872,1.5875663956006367
2,0.6295872,1.2975774303488774,0.5917431,1.3802117904027302
3,0.684633,1.1856283332229753,0.5733945,1.4607220689455669
4,0.6995413,1.1555672856645847,0.57798165,1.4869234363238018
5,0.7144495,1.0862287441524892,0.70183486,1.1134057839711506
6,0.76605505,1.0343697240593237,0.63761467,1.2735878825187683
7,0.78899086,0.9455570616853346,0.6330275,1.3512397153036935
8,0.7809633,0.9544186187446664,0.5733945,1.5446293354034424
9,0.8119266,0.872293043574062,0.8348624,0.7935067216555277
10,0.84977067,0.8219936533805428,0.7798165,0.929889996846517
11,0.8394495,0.8024874548299596,0.8027523,0.911763201157252
12,0.85894495,0.7709413187219463,0.853211,0.7291299104690552
13,0.8784404,0.6935545058425413,0.8761468,0.6795486211776733
14,0.8543578,0.7540261543125187,0.9266055,0.5949860711892446
15,0.8543578,0.7724882211160222,0.8715596,0.7266464630762736
16,0.8635321,0.7587304334028051,0.853211,0.6570300956567129
17,0.9036697,0.670767925201206,0.9357798,0.5770967602729797
18,0.88073397,0.6733145508744302,0.8394495,0.7475200692812601
19,0.89908254,0.6749542618016584,0.9082569,0.6015124221642812
20,0.9048165,0.634327074256512,0.9036697,0.599987342953682
21,0.91284406,0.634063498689494,0.8119266,0.8012340863545736
22,0.91857797,0.6177697211777399,0.9082569,0.5928428570429484
23,0.91169727,0.6214118096806588,0.9082569,0.5960209965705872
24,0.89334863,0.6563593737029154,0.89908254,0.6340898672739664
25,0.9174312,0.6045967157280773,0.9036697,0.6157012780507406
26,0.91972476,0.6134345247111189,0.9082569,0.5732533435026804
27,0.8979358,0.6178761950326622,0.94495416,0.5283688406149546
28,0.91399086,0.60136945504661,0.95412844,0.5072952508926392
29,0.9277523,0.5868346242729677,0.86238533,0.7734552323818207
30,0.91857797,0.5696829171902543,0.8944954,0.641045073668162
31,0.9334862,0.5593962847092829,0.9082569,0.6299456655979156
32,0.9254587,0.5802960551659996,0.8715596,0.7540677885214487
33,0.9334862,0.5711551489086326,0.8853211,0.6900814374287924
34,0.92431194,0.5589312399746081,0.9082569,0.6201265156269073
35,0.91284406,0.5859057553317568,0.88073397,0.694769004980723
36,0.9380734,0.5227378830997222,0.92201835,0.5853841205437978
37,0.9357798,0.5425345225071688,0.89908254,0.6484928627808889
38,0.9334862,0.543584844934831,0.91284406,0.5712540745735168
39,0.9495413,0.5060913374117755,0.9082569,0.5711606542269388
40,0.93119264,0.5740398860305821,0.88990825,0.6373136540253957
41,0.9472477,0.5126366768408259,0.8944954,0.6366041898727417
42,0.9472477,0.5130425970488732,0.92201835,0.5215240071217219
43,0.9369266,0.5406640461825449,0.92201835,0.5740862488746643
44,0.95068806,0.5091631986679287,0.8944954,0.5678690671920776
45,0.9357798,0.522767587265837,0.9174312,0.5876554946104685
