epoch,acc,loss,val_acc,val_loss
46,0.95298165,0.4958556338187751,0.9357798,0.5118716870035444
47,0.94495416,0.51052767776568,0.9174312,0.6124984870354334
48,0.9495413,0.49201236405503856,0.940367,0.5191966891288757
49,0.96215594,0.477098862512396,0.9082569,0.5988903492689133
50,0.94266057,0.5136497767146574,0.9174312,0.5927459994951884
51,0.93119264,0.5280154306407369,0.91284406,0.5902924040953318
52,0.95527524,0.5024977173280278,0.93119264,0.51994788646698
53,0.9483945,0.4916066150052832,0.9495413,0.48839246730009717
54,0.95068806,0.5002570026511446,0.9036697,0.567764014005661
55,0.95412844,0.47232147859870843,0.91284406,0.5758387496074041
56,0.95527524,0.49134525766066456,0.9266055,0.597559005022049
57,0.9483945,0.4872405444263318,0.940367,0.5074448237816492
58,0.94495416,0.5065412627994468,0.853211,0.7946493128935496
59,0.9472477,0.49335673752181025,0.95412844,0.4645602802435557
60,0.9483945,0.4726477607127723,0.92201835,0.5087798486153284
61,0.95527524,0.4600308501939161,0.9174312,0.525101363658905
62,0.95068806,0.4682354434914545,0.94495416,0.5153499792019526
63,0.94380736,0.4755485437878775,0.8944954,0.620325485865275
64,0.9461009,0.4897108430709314,0.8486239,0.6333995858828226
65,0.95642203,0.46538669308391184,0.8486239,0.7412173251310984
66,0.94495416,0.4793126487403835,0.85779816,0.7488023042678833
67,0.95527524,0.4491797390334103,0.9174312,0.5236932535966238
68,0.9483945,0.4874853005103015,0.88073397,0.6508880456288656
69,0.96215594,0.43861481875454617,0.91284406,0.5127299229303995
70,0.96330273,0.467468831243865,0.91284406,0.5281594743331274
71,0.96100914,0.45592125019895924,0.92201835,0.5384890139102936
72,0.9587156,0.45783947996043284,0.89908254,0.5844087898731232
73,0.95183486,0.4545508273150943,0.9174312,0.5320611894130707
74,0.95068806,0.44599050283432007,0.9082569,0.6210796584685644
75,0.95183486,0.47365697152024017,0.9357798,0.5134327312310537
76,0.9667431,0.42669234390652505,0.8440367,0.7613911926746368
77,0.9678899,0.4326080111188626,0.9357798,0.4652630239725113
78,0.9678899,0.4137504311329728,0.9357798,0.5019786655902863
79,0.96100914,0.432411377583075,0.92201835,0.5142784168322881
80,0.9495413,0.45251225659606653,0.8440367,0.7670699457327524
81,0.9713303,0.42832493535969235,0.8944954,0.6091766655445099
82,0.978211,0.38860733848099316,0.89908254,0.5258666972319285
83,0.97477067,0.3910178208569868,0.9082569,0.4996151477098465
84,0.97477067,0.3944904976481691,0.9357798,0.47462889552116394
85,0.98279816,0.3911594964495493,0.9357798,0.4710211207469304
86,0.98165137,0.39202768622188394,0.940367,0.4562196433544159
87,0.9701835,0.41976737866707897,0.94495416,0.44475194811820984
88,0.97591746,0.39114645889045996,0.9495413,0.4393766423066457
89,0.98165137,0.38503663692999324,0.94495416,0.44241252541542053
90,0.9793578,0.3840251688016664,0.94495416,0.44269255300362903
91,0.97477067,0.38550702639676016,0.9495413,0.43855516612529755
92,0.98509175,0.3748137568115094,0.9495413,0.4380806585152944
93,0.9805046,0.3783058480385247,0.9495413,0.43344848851362866
94,0.978211,0.38890326023101807,0.94495416,0.43545567989349365
95,0.98394495,0.3872452804801661,0.94495416,0.4393923282623291
96,0.9736239,0.39650875576045536,0.94495416,0.4358951499064763
97,0.9724771,0.39977021857139167,0.9357798,0.4479941129684448
98,0.98165137,0.382559973985777,0.93119264,0.4502408405145009
99,0.9805046,0.3783776005473706,0.94495416,0.44051143030325574
100,0.98279816,0.38121727792494886,0.9495413,0.4322160134712855
101,0.98394495,0.36741213377462617,0.94495416,0.428405225276947
102,0.98165137,0.3760804525755961,0.94495416,0.43585235873858136
103,0.98165137,0.38673570970876503,0.9495413,0.4387262811263402
104,0.98623854,0.37660044240295343,0.9495413,0.4334640119756971
105,0.9793578,0.37846221644944006,0.9495413,0.4305972712380545
106,0.98394495,0.3669114624141553,0.94495416,0.42856721580028534
107,0.98509175,0.3790619392460639,0.94495416,0.4419422000646591
108,0.9793578,0.38233008543285757,0.9495413,0.4352036863565445
109,0.98509175,0.37779946310804524,0.94495416,0.4386455863714218
110,0.98165137,0.3806762566807073,0.94495416,0.4431839982668559
111,0.978211,0.37833415696380335,0.94495416,0.44391875962416333
112,0.9908257,0.3637738320805611,0.94495416,0.4356175462404887
113,0.98623854,0.3717000719604142,0.94495416,0.4388832797606786
114,0.98279816,0.3828225581470979,0.940367,0.4553252160549164
115,0.98279816,0.3732140684893372,0.9357798,0.461940199136734
116,0.98623854,0.377087863760257,0.9357798,0.46461231013139087
117,0.98394495,0.3775621053822544,0.940367,0.4588876614967982
118,0.98509175,0.36964801473355074,0.9495413,0.44079182403428213
119,0.98279816,0.37270096272503567,0.9495413,0.436309019724528
120,0.98738533,0.3669906116406852,0.940367,0.43838905294736225
121,0.98394495,0.3740930174468854,0.94495416,0.4369506984949112
122,0.98394495,0.3628131544918095,0.94495416,0.43589434524377185
123,0.98623854,0.3659656529032856,0.94495416,0.4375047485033671
124,0.98623854,0.36656783398138276,0.94495416,0.43725599845250446
125,0.98394495,0.36546391932242506,0.94495416,0.43769802649815875
126,0.9736239,0.38300602589178523,0.94495416,0.43741585314273834
127,0.98738533,0.3663772869547573,0.94495416,0.43605048457781476
128,0.98394495,0.36213668360622653,0.94495416,0.4396196986947741
129,0.98394495,0.36781871072742917,0.94495416,0.4343900779883067
130,0.98623854,0.35876282885533956,0.94495416,0.43424419562021893
131,0.9885321,0.36725908463154366,0.94495416,0.4352963666121165
132,0.98165137,0.37162408478763126,0.94495416,0.4366065214077632
133,0.9805046,0.3793120903706332,0.94495416,0.4363696525494258
134,0.98623854,0.3723531190408479,0.94495416,0.4346659630537033
135,0.98738533,0.3600010915633735,0.94495416,0.43244169652462006
136,0.98165137,0.3767372946673577,0.94495416,0.4315120180447896
137,0.98165137,0.3736198055087973,0.94495416,0.43185382584730786
138,0.98738533,0.36946042797981055,0.94495416,0.43280184268951416
139,0.98279816,0.37198432186327945,0.94495416,0.4333123117685318
140,0.98165137,0.36073851558046605,0.94495416,0.4328093280394872
141,0.98509175,0.3609660762712496,0.94495416,0.4333212524652481
142,0.9885321,0.3561628198404925,0.94495416,0.4329085648059845
143,0.9805046,0.3720997016911113,0.94495416,0.4327791581551234
144,0.9885321,0.36624065615715234,0.94495416,0.4325992514689763
145,0.9724771,0.3925542131476446,0.94495416,0.432887723048528
146,0.98394495,0.35825059938868253,0.94495416,0.43261738618214923
147,0.98279816,0.36669449002370924,0.94495416,0.43316080172856647
148,0.9896789,0.35563325526517464,0.94495416,0.4335600783427556
149,0.98509175,0.3700334342247849,0.94495416,0.4340924272934596
150,0.9770642,0.3703767394800799,0.94495416,0.43408137559890747
151,0.98279816,0.3802428551770132,0.94495416,0.43400659163792926
152,0.98509175,0.3678634117502685,0.94495416,0.4337911903858185
153,0.9896789,0.35672126642060936,0.94495416,0.43358918527762097
154,0.98509175,0.36601996230422906,0.94495416,0.43369614084561664
155,0.9896789,0.3597789844241711,0.94495416,0.43360091249148053
156,0.9896789,0.3602946392439921,0.94495416,0.4327763418356578
157,0.98509175,0.3650528258139934,0.94495416,0.4330979684988658
158,0.98509175,0.3647639937357071,0.94495416,0.4331710586945216
159,0.98279816,0.3654796131160281,0.94495416,0.4329430063565572
160,0.98165137,0.38742725510116016,0.94495416,0.4329102536042531
161,0.98623854,0.36424109804520916,0.94495416,0.4328671097755432
162,0.9885321,0.35625771945769635,0.94495416,0.4328264395395915
163,0.98623854,0.3638826160255922,0.94495416,0.43256178001562756
164,0.978211,0.37444549525549653,0.94495416,0.4325973143180211
165,0.98623854,0.361449052161033,0.94495416,0.4328511208295822
166,0.98394495,0.3683416889894993,0.94495416,0.4326903472344081
167,0.98623854,0.36380765142790766,0.94495416,0.43300074338912964
168,0.98165137,0.37620796358913455,0.94495416,0.4330054273207982
169,0.98394495,0.3683892264278657,0.94495416,0.4330714742342631
170,0.9793578,0.3721050106057333,0.94495416,0.43306352694829303
171,0.9885321,0.36461776412955116,0.94495416,0.4327524850765864
172,0.98623854,0.36475504073527976,0.94495416,0.4329834779103597
173,0.98394495,0.3697526304546846,0.94495416,0.43277936180432636
174,0.98165137,0.36659696643505624,0.94495416,0.4329056739807129
175,0.98165137,0.3688833163965733,0.94495416,0.4327787508567174
176,0.9885321,0.35778731080370213,0.94495416,0.43289827803770703
177,0.98394495,0.36390050316075667,0.94495416,0.4328687886397044
178,0.98509175,0.36441173165216356,0.94495416,0.4328293750683467
179,0.98165137,0.36414487673601975,0.94495416,0.4328935444355011
180,0.9908257,0.35926068895453706,0.94495416,0.4326319893201192
181,0.98394495,0.36905667049075486,0.94495416,0.4378632264477866
182,0.98509175,0.3651834824763307,0.94495416,0.43327892820040387
183,0.98623854,0.35910692701645947,0.94495416,0.4329881618420283
184,0.9793578,0.3741812003315042,0.94495416,0.4327900211016337
185,0.978211,0.3737874277141116,0.94495416,0.4376633039542607
186,0.98165137,0.3721419307616873,0.94495416,0.43277103702227276
187,0.98394495,0.36827926488097656,0.94495416,0.43260714411735535
188,0.98509175,0.36337227422163026,0.94495416,0.4325743168592453
189,0.98623854,0.36149199539368304,0.94495416,0.43258975942929584
190,0.98509175,0.36645839137768527,0.94495416,0.43251116077105206
191,0.98623854,0.3667659253702251,0.94495416,0.4324183364709218
192,0.9896789,0.35813186310846873,0.94495416,0.4324433555205663
193,0.9770642,0.37652018775633717,0.94495416,0.43254826962947845
194,0.9885321,0.3606098160284375,0.94495416,0.43261009454727173
195,0.98623854,0.35850283722265053,0.94495416,0.43275314569473267
196,0.98509175,0.37491242382504525,0.94495416,0.43241586287816364
197,0.98623854,0.3717022106188153,0.94495416,0.43245217204093933
198,0.98279816,0.3777014506519388,0.94495416,0.4325431485970815
199,0.98394495,0.3644204320163902,0.94495416,0.43309688568115234
